,Authors,Title,Year,EWE,ContextEWE,Country,SpeciesBinomial_adj,G_SpeciesGrouped,Kingdom,Type,Frequency,SampleSize(N)
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
